title,address,price,floor,overall floor,rooms,square,images
АКЦИЯ -200 рублей в сутки *,Москва СЗАО р-н Строгино ул. Твардовского 2К2,2 300,7,8,1,30 ,https://cdn-p.cian.site/images/7/502/489/posutochnaja-kvartira-moskva-ulica-tvardovskogo-984205768-4.jpg https://cdn-p.cian.site/images/7/502/489/posutochnaja-kvartira-moskva-ulica-tvardovskogo-984205768-4.jpg https://cdn-p.cian.site/images/7/502/489/posutochnaja-kvartira-moskva-ulica-tvardovskogo-984205778-2.jpg https://cdn-p.cian.site/images/7/502/489/posutochnaja-kvartira-moskva-ulica-tvardovskogo-984205781-2.jpg https://cdn-p.cian.site/images/7/502/489/posutochnaja-kvartira-moskva-ulica-tvardovskogo-984205774-2.jpg
Уютная студия!Свободна!ЦАО!,Москва ЦАО р-н Басманный Балакиревский пер. 23,1 787,3,5,1,14 ,https://cdn-p.cian.site/images/5/488/029/kvartira-moskva-balakirevskiy-pereulok-920884593-4.jpg https://cdn-p.cian.site/images/5/488/029/kvartira-moskva-balakirevskiy-pereulok-920884593-4.jpg https://cdn-p.cian.site/images/5/488/029/kvartira-moskva-balakirevskiy-pereulok-920884587-2.jpg https://cdn-p.cian.site/images/5/488/029/kvartira-moskva-balakirevskiy-pereulok-920884570-2.jpg https://cdn-p.cian.site/images/5/488/029/kvartira-moskva-balakirevskiy-pereulok-920884580-2.jpg
На сутки ! На ночь ! на часы !,Москва ЦАО р-н Пресненский Большая Грузинская ул. 63С1,2 500,5,9,1,25 ,https://cdn-p.cian.site/images/4/465/459/kvartira-moskva-bolshaya-gruzinskaya-ulica-954564423-4.jpg https://cdn-p.cian.site/images/4/465/459/kvartira-moskva-bolshaya-gruzinskaya-ulica-954564423-4.jpg https://cdn-p.cian.site/images/4/465/459/kvartira-moskva-bolshaya-gruzinskaya-ulica-954564425-2.jpg https://cdn-p.cian.site/images/2/611/189/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-981116284-2.jpg https://cdn-p.cian.site/images/4/465/459/kvartira-moskva-bolshaya-gruzinskaya-ulica-954564422-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ВАО р-н Новокосино Новокосинская ул. 18,2 900,7,7,1,40 ,https://cdn-p.cian.site/images/1/011/738/kvartira-moskva-novokosinskaya-ulica-837110126-4.jpg https://cdn-p.cian.site/images/1/011/738/kvartira-moskva-novokosinskaya-ulica-837110126-4.jpg https://cdn-p.cian.site/images/1/011/738/kvartira-moskva-novokosinskaya-ulica-837110187-2.jpg https://cdn-p.cian.site/images/1/011/738/kvartira-moskva-novokosinskaya-ulica-837110135-2.jpg https://cdn-p.cian.site/images/3/111/738/kvartira-moskva-novokosinskaya-ulica-837111393-2.jpg
Панорамные 1 у мМитино!,Москва СЗАО р-н Митино Митинская ул. 16,2 999,5,25,1,30 ,https://cdn-p.cian.site/images/9/021/748/kvartira-moskva-mitinskaya-ulica-847120980-4.jpg https://cdn-p.cian.site/images/9/021/748/kvartira-moskva-mitinskaya-ulica-847120980-4.jpg https://cdn-p.cian.site/images/4/947/437/kvartira-moskva-mitinskaya-ulica-734749415-2.jpg https://cdn-p.cian.site/images/7/909/257/kvartira-moskva-mitinskaya-ulica-752909745-2.jpg https://cdn-p.cian.site/images/4/947/437/kvartira-moskva-mitinskaya-ulica-734749499-2.jpg
Двухуровневый Люкс! 60 вариантов!,Москва СВАО р-н Северное Медведково Полярная ул. 31С1,2 347,4,6,1,36 ,https://cdn-p.cian.site/images/5/664/786/kvartira-moskva-polyarnaya-ulica-687466565-4.jpg https://cdn-p.cian.site/images/5/664/786/kvartira-moskva-polyarnaya-ulica-687466565-4.jpg https://cdn-p.cian.site/images/5/664/786/kvartira-moskva-polyarnaya-ulica-687466561-2.jpg https://cdn-p.cian.site/images/5/867/204/kvartira-moskva-polyarnaya-ulica-402768559-2.jpg https://cdn-p.cian.site/images/5/664/786/kvartira-moskva-polyarnaya-ulica-687466555-2.jpg
2-комн. кв. 50 м? 6/9 этаж,Москва ЦАО р-н Арбат Смоленская ул. 10,3 800,6,9,2,50 ,https://cdn-p.cian.site/images/6/885/787/kvartira-moskva-smolenskaya-ulica-787588634-4.jpg https://cdn-p.cian.site/images/6/885/787/kvartira-moskva-smolenskaya-ulica-787588634-4.jpg https://cdn-p.cian.site/images/5/885/787/kvartira-moskva-smolenskaya-ulica-787588520-2.jpg https://cdn-p.cian.site/images/5/885/787/kvartira-moskva-smolenskaya-ulica-787588517-2.jpg https://cdn-p.cian.site/images/5/885/787/kvartira-moskva-smolenskaya-ulica-787588522-2.jpg
Свободна! Чистая и уютная!,Москва СВАО р-н Отрадное ул. Декабристов 8К1,1 980,2,12,1,36 ,https://cdn-p.cian.site/images/1/753/519/kvartira-moskva-ulica-dekabristov-915357163-4.jpg https://cdn-p.cian.site/images/1/753/519/kvartira-moskva-ulica-dekabristov-915357163-4.jpg https://cdn-p.cian.site/images/1/753/519/kvartira-moskva-ulica-dekabristov-915357167-2.jpg https://cdn-p.cian.site/images/1/753/519/kvartira-moskva-ulica-dekabristov-915357176-2.jpg https://cdn-p.cian.site/images/1/753/519/kvartira-moskva-ulica-dekabristov-915357179-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Измайлово Заводской проезд 20,2 900,3,5,2,50 ,https://cdn-p.cian.site/images/8/422/686/kvartira-moskva-zavodskoy-proezd-686224897-4.jpg https://cdn-p.cian.site/images/8/422/686/kvartira-moskva-zavodskoy-proezd-686224897-4.jpg https://cdn-p.cian.site/images/8/422/686/kvartira-moskva-zavodskoy-proezd-686224897-2.jpg https://cdn-p.cian.site/images/8/422/686/kvartira-moskva-zavodskoy-proezd-686224884-2.jpg https://cdn-p.cian.site/images/9/422/686/kvartira-moskva-zavodskoy-proezd-686224985-2.jpg
4-комн. апарт. 90 м? 5/9 этаж,Москва САО р-н Беговой Ленинградский просп. 1,5 000,5,9,4,90 ,https://cdn-p.cian.site/images/3/116/695/kvartira-moskva-leningradskiy-prospekt-596611388-4.jpg https://cdn-p.cian.site/images/3/116/695/kvartira-moskva-leningradskiy-prospekt-596611388-4.jpg https://cdn-p.cian.site/images/3/116/695/kvartira-moskva-leningradskiy-prospekt-596611384-2.jpg https://cdn-p.cian.site/images/3/116/695/kvartira-moskva-leningradskiy-prospekt-596611390-2.jpg https://cdn-p.cian.site/images/3/116/695/kvartira-moskva-leningradskiy-prospekt-596611374-2.jpg
3-комн. апарт. 50 м? 16/19 этаж,Москва ЗАО р-н Проспект Вернадского Ленинский просп. 94А,3 100,16,19,3,50 ,https://cdn-p.cian.site/images/8/734/596/kvartira-moskva-leninskiy-prospekt-695437827-4.jpg https://cdn-p.cian.site/images/8/734/596/kvartira-moskva-leninskiy-prospekt-695437827-4.jpg https://cdn-p.cian.site/images/8/734/596/kvartira-moskva-leninskiy-prospekt-695437826-2.jpg https://cdn-p.cian.site/images/8/734/596/kvartira-moskva-leninskiy-prospekt-695437825-2.jpg https://cdn-p.cian.site/images/8/734/596/kvartira-moskva-leninskiy-prospekt-695437828-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ЮВАО р-н Марьино Батайский проезд 37,2 700,1,17,1,42 ,https://cdn-p.cian.site/images/1/656/108/kvartira-moskva-batayskiy-proezd-801656167-4.jpg https://cdn-p.cian.site/images/1/656/108/kvartira-moskva-batayskiy-proezd-801656167-4.jpg https://cdn-p.cian.site/images/1/656/108/kvartira-moskva-batayskiy-proezd-801656168-2.jpg https://cdn-p.cian.site/images/1/656/108/kvartira-moskva-batayskiy-proezd-801656178-2.jpg https://cdn-p.cian.site/images/1/656/108/kvartira-moskva-batayskiy-proezd-801656176-2.jpg
Романтик набережная,Москва СЗАО р-н Хорошево-Мневники Шелепихинская наб. 34,4 400,10,37,1,33 ,https://cdn-p.cian.site/images/0/335/457/kvartira-moskva-shelepihinskaya-naberezhnaya-754533034-4.jpg https://cdn-p.cian.site/images/0/335/457/kvartira-moskva-shelepihinskaya-naberezhnaya-754533034-4.jpg https://cdn-p.cian.site/images/0/335/457/kvartira-moskva-shelepihinskaya-naberezhnaya-754533034-2.jpg https://cdn-p.cian.site/images/0/335/457/kvartira-moskva-shelepihinskaya-naberezhnaya-754533036-2.jpg https://cdn-p.cian.site/images/0/335/457/kvartira-moskva-shelepihinskaya-naberezhnaya-754533018-2.jpg
1-комн. кв. 45 м? 4/25 этаж,Москва ЗАО р-н Кунцево Ярцевская ул. 24К2,2 500,4,25,1,45 ,https://cdn-p.cian.site/images/0/079/628/kvartira-moskva-yarcevskaya-ulica-826970047-4.jpg https://cdn-p.cian.site/images/0/079/628/kvartira-moskva-yarcevskaya-ulica-826970047-4.jpg https://cdn-p.cian.site/images/9/969/628/kvartira-moskva-yarcevskaya-ulica-826969973-2.jpg https://cdn-p.cian.site/images/0/079/628/kvartira-moskva-yarcevskaya-ulica-826970055-2.jpg https://cdn-p.cian.site/images/0/079/628/kvartira-moskva-yarcevskaya-ulica-826970075-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Перово 3-я Владимирская ул. 26К1,3 000,1,5,2,56 ,https://cdn-p.cian.site/images/9/745/448/kvartira-moskva-3ya-vladimirskaya-ulica-844547956-4.jpg https://cdn-p.cian.site/images/9/745/448/kvartira-moskva-3ya-vladimirskaya-ulica-844547956-4.jpg https://cdn-p.cian.site/images/9/745/448/kvartira-moskva-3ya-vladimirskaya-ulica-844547902-2.jpg https://cdn-p.cian.site/images/9/745/448/kvartira-moskva-3ya-vladimirskaya-ulica-844547908-2.jpg https://cdn-p.cian.site/images/9/745/448/kvartira-moskva-3ya-vladimirskaya-ulica-844547930-2.jpg
"Апарт- Отель  ""Волга """,Москва ЦАО р-н Красносельский пер. Докучаев 2,3 000,3,17,1,25 ,https://cdn-p.cian.site/images/4/048/603/kvartira-moskva-pereulok-dokuchaev-306840458-4.jpg https://cdn-p.cian.site/images/4/048/603/kvartira-moskva-pereulok-dokuchaev-306840458-4.jpg https://cdn-p.cian.site/images/4/048/603/kvartira-moskva-pereulok-dokuchaev-306840461-2.jpg https://cdn-p.cian.site/images/4/048/603/kvartira-moskva-pereulok-dokuchaev-306840453-2.jpg https://cdn-p.cian.site/images/4/048/603/kvartira-moskva-pereulok-dokuchaev-306840454-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Восточное Измайлово 12-я Парковая ул. 5,1 800,3,5,1,20 ,https://cdn-p.cian.site/images/7/490/189/posutochnaja-kvartira-moskva-12ya-parkovaya-ulica-981094749-4.jpg https://cdn-p.cian.site/images/7/490/189/posutochnaja-kvartira-moskva-12ya-parkovaya-ulica-981094749-4.jpg https://cdn-p.cian.site/images/7/490/189/posutochnaja-kvartira-moskva-12ya-parkovaya-ulica-981094761-2.jpg https://cdn-p.cian.site/images/7/490/189/posutochnaja-kvartira-moskva-12ya-parkovaya-ulica-981094747-2.jpg https://cdn-p.cian.site/images/7/490/189/posutochnaja-kvartira-moskva-12ya-parkovaya-ulica-981094705-2.jpg
1-ый дом от метро! Свободна!,Москва СВАО р-н Бабушкинский Енисейская ул. 17К2,2 147,8,9,1,34 ,https://cdn-p.cian.site/images/4/274/128/kvartira-moskva-eniseyskaya-ulica-821472466-4.jpg https://cdn-p.cian.site/images/4/274/128/kvartira-moskva-eniseyskaya-ulica-821472466-4.jpg https://cdn-p.cian.site/images/4/274/128/kvartira-moskva-eniseyskaya-ulica-821472469-2.jpg https://cdn-p.cian.site/images/5/274/128/kvartira-moskva-eniseyskaya-ulica-821472532-2.jpg https://cdn-p.cian.site/images/5/274/128/kvartira-moskva-eniseyskaya-ulica-821472504-2.jpg
Двухуровневая квартира на Лубянке,Москва ЦАО р-н Басманный Армянский пер. 1/8С1,7 900,2,2,4,100 ,https://cdn-p.cian.site/images/7/470/106/kvartira-moskva-armyanskiy-pereulok-601074737-4.jpg https://cdn-p.cian.site/images/7/470/106/kvartira-moskva-armyanskiy-pereulok-601074737-4.jpg https://cdn-p.cian.site/images/42/927/301/posutochnaja-kvartira-moskva-armyanskiy-pereulok-1037292417-2.jpg https://cdn-p.cian.site/images/7/470/106/kvartira-moskva-armyanskiy-pereulok-601074754-2.jpg https://cdn-p.cian.site/images/7/470/106/kvartira-moskva-armyanskiy-pereulok-601074751-2.jpg
Чистая квартира свежее белье,Москва САО р-н Аэропорт Планетная ул. 47К2,3 000,1,9,1,40 ,https://cdn-p.cian.site/images/5/822/542/kvartira-moskva-planetnaya-ulica-245228541-4.jpg https://cdn-p.cian.site/images/5/822/542/kvartira-moskva-planetnaya-ulica-245228541-4.jpg https://cdn-p.cian.site/images/5/822/542/kvartira-moskva-planetnaya-ulica-245228540-2.jpg https://cdn-p.cian.site/images/5/822/542/kvartira-moskva-planetnaya-ulica-245228544-2.jpg https://cdn-p.cian.site/images/5/822/542/kvartira-moskva-planetnaya-ulica-245228548-2.jpg
Топовая квартира,Москва САО р-н Беговой Беговая ул. 6,3 500,12,12,1,35 ,https://cdn-p.cian.site/images/6/462/159/kvartira-moskva-begovaya-ulica-951264619-4.jpg https://cdn-p.cian.site/images/6/462/159/kvartira-moskva-begovaya-ulica-951264619-4.jpg https://cdn-p.cian.site/images/6/462/159/kvartira-moskva-begovaya-ulica-951264619-2.jpg https://cdn-p.cian.site/images/6/462/159/kvartira-moskva-begovaya-ulica-951264620-2.jpg https://cdn-p.cian.site/images/6/462/159/kvartira-moskva-begovaya-ulica-951264622-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва САО р-н Дмитровский Дмитровское ш. 107Ак5,2 000,15,25,1,22 ,https://cdn-p.cian.site/images/0/848/839/kvartira-moskva-dmitrovskoe-shosse-938848050-4.jpg https://cdn-p.cian.site/images/0/848/839/kvartira-moskva-dmitrovskoe-shosse-938848050-4.jpg https://cdn-p.cian.site/images/0/848/839/kvartira-moskva-dmitrovskoe-shosse-938848050-2.jpg https://cdn-p.cian.site/images/0/848/839/kvartira-moskva-dmitrovskoe-shosse-938848073-2.jpg https://cdn-p.cian.site/images/0/848/839/kvartira-moskva-dmitrovskoe-shosse-938848090-2.jpg
Самая лучшая и настоящая в Москве,Москва ЦАО р-н Пресненский Большая Грузинская ул. 16,4 500,14,14,2,45 ,https://cdn-p.cian.site/images/9/750/099/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-990057984-4.jpg https://cdn-p.cian.site/images/9/750/099/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-990057984-4.jpg https://cdn-p.cian.site/images/9/750/099/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-990057998-2.jpg https://cdn-p.cian.site/images/0/850/099/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-990058001-2.jpg https://cdn-p.cian.site/images/9/750/099/posutochnaja-kvartira-moskva-bolshaya-gruzinskaya-ulica-990057982-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва СВАО р-н Алексеевский просп. Мира 182К2,3 500,10,12,2,50 ,https://cdn-p.cian.site/images/8/036/329/kvartira-moskva-prospekt-mira-923630880-4.jpg https://cdn-p.cian.site/images/8/036/329/kvartira-moskva-prospekt-mira-923630880-4.jpg https://cdn-p.cian.site/images/7/036/329/kvartira-moskva-prospekt-mira-923630732-2.jpg https://cdn-p.cian.site/images/8/036/329/kvartira-moskva-prospekt-mira-923630889-2.jpg https://cdn-p.cian.site/images/8/036/329/kvartira-moskva-prospekt-mira-923630883-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва САО р-н Дмитровский Дмитровское ш. 107Ак5,2 000,15,25,1,22 ,https://cdn-p.cian.site/images/0/134/539/kvartira-moskva-dmitrovskoe-shosse-935431072-4.jpg https://cdn-p.cian.site/images/0/134/539/kvartira-moskva-dmitrovskoe-shosse-935431072-4.jpg https://cdn-p.cian.site/images/0/134/539/kvartira-moskva-dmitrovskoe-shosse-935431085-2.jpg https://cdn-p.cian.site/images/0/134/539/kvartira-moskva-dmitrovskoe-shosse-935431072-2.jpg https://cdn-p.cian.site/images/0/134/539/kvartira-moskva-dmitrovskoe-shosse-935431069-2.jpg
1-комн. апарт. 14 м? 4/4 этаж,Москва ЦАО р-н Басманный Балакиревский пер. 23,1 890,4,4,1,14 ,https://cdn-p.cian.site/images/47/749/301/posutochnaja-kvartira-moskva-balakirevskiy-pereulok-1039477441-4.jpg https://cdn-p.cian.site/images/47/749/301/posutochnaja-kvartira-moskva-balakirevskiy-pereulok-1039477441-4.jpg https://cdn-p.cian.site/images/47/749/301/posutochnaja-kvartira-moskva-balakirevskiy-pereulok-1039477485-2.jpg https://cdn-p.cian.site/images/47/749/301/posutochnaja-kvartira-moskva-balakirevskiy-pereulok-1039477427-2.jpg https://cdn-p.cian.site/images/47/749/301/posutochnaja-kvartira-moskva-balakirevskiy-pereulok-1039477481-2.jpg
Уютная квартира м. Тульская,Москва ЮАО р-н Даниловский ул. Серпуховский Вал 14,2 800,8,16,1,35 ,https://cdn-p.cian.site/images/4/703/975/kvartira-moskva-ulica-serpuhovskiy-val-579307494-4.jpg https://cdn-p.cian.site/images/4/703/975/kvartira-moskva-ulica-serpuhovskiy-val-579307494-4.jpg https://cdn-p.cian.site/images/4/703/975/kvartira-moskva-ulica-serpuhovskiy-val-579307495-2.jpg https://cdn-p.cian.site/images/4/703/975/kvartira-moskva-ulica-serpuhovskiy-val-579307496-2.jpg https://cdn-p.cian.site/images/4/703/975/kvartira-moskva-ulica-serpuhovskiy-val-579307498-2.jpg
Центр здоровья детей РАМН 5 минут,Москва ЮЗАО р-н Гагаринский ул. Вавилова 54К1,3 200,2,9,1,35 ,https://cdn-p.cian.site/images/7/487/002/kvartira-moskva-ulica-vavilova-200784723-4.jpg https://cdn-p.cian.site/images/7/487/002/kvartira-moskva-ulica-vavilova-200784723-4.jpg https://cdn-p.cian.site/images/7/487/002/kvartira-moskva-ulica-vavilova-200784728-2.jpg https://cdn-p.cian.site/images/7/487/002/kvartira-moskva-ulica-vavilova-200784721-2.jpg https://cdn-p.cian.site/images/7/487/002/kvartira-moskva-ulica-vavilova-200784724-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Восточное Измайлово 12-я Парковая ул. 5,2 200,4,5,1,255 ,https://cdn-p.cian.site/images/2/176/079/kvartira-moskva-12ya-parkovaya-ulica-970671208-4.jpg https://cdn-p.cian.site/images/2/176/079/kvartira-moskva-12ya-parkovaya-ulica-970671208-4.jpg https://cdn-p.cian.site/images/2/176/079/kvartira-moskva-12ya-parkovaya-ulica-970671246-2.jpg https://cdn-p.cian.site/images/2/176/079/kvartira-moskva-12ya-parkovaya-ulica-970671248-2.jpg https://cdn-p.cian.site/images/2/176/079/kvartira-moskva-12ya-parkovaya-ulica-970671249-2.jpg
АКЦИЯ -200 рублей в сутки *,Москва ЮЗАО р-н Северное Бутово ул. Грина 34К1,2 500,6,12,1,40 ,https://cdn-p.cian.site/images/8/940/917/kvartira-moskva-ulica-grina-719049872-4.jpg https://cdn-p.cian.site/images/8/940/917/kvartira-moskva-ulica-grina-719049872-4.jpg https://cdn-p.cian.site/images/8/940/917/kvartira-moskva-ulica-grina-719049872-2.jpg https://cdn-p.cian.site/images/8/940/917/kvartira-moskva-ulica-grina-719049874-2.jpg https://cdn-p.cian.site/images/8/940/917/kvartira-moskva-ulica-grina-719049875-2.jpg
Самая лучшая и настоящая в Москве,Москва ЦАО р-н Пресненский Шмитовский проезд 13,3 500,2,6,1,35 ,https://cdn-p.cian.site/images/9/844/329/kvartira-moskva-shmitovskiy-proezd-923448969-4.jpg https://cdn-p.cian.site/images/9/844/329/kvartira-moskva-shmitovskiy-proezd-923448969-4.jpg https://cdn-p.cian.site/images/9/844/329/kvartira-moskva-shmitovskiy-proezd-923448929-2.jpg https://cdn-p.cian.site/images/9/844/329/kvartira-moskva-shmitovskiy-proezd-923448966-2.jpg https://cdn-p.cian.site/images/9/844/329/kvartira-moskva-shmitovskiy-proezd-923448960-2.jpg
2-комн. кв. 50 м? 2/9 этаж,Москва ЦАО р-н Арбат 1-й Смоленский пер. 13,3 700,2,9,2,50 ,https://cdn-p.cian.site/images/9/607/127/kvartira-moskva-1y-smolenskiy-pereulok-721706990-4.jpg https://cdn-p.cian.site/images/9/607/127/kvartira-moskva-1y-smolenskiy-pereulok-721706990-4.jpg https://cdn-p.cian.site/images/8/607/127/kvartira-moskva-1y-smolenskiy-pereulok-721706886-2.jpg https://cdn-p.cian.site/images/8/607/127/kvartira-moskva-1y-smolenskiy-pereulok-721706891-2.jpg https://cdn-p.cian.site/images/8/607/127/kvartira-moskva-1y-smolenskiy-pereulok-721706885-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва ВАО р-н Северное Измайлово 5-я Парковая ул. 54К3,2 500,4,5,1,52 ,https://cdn-p.cian.site/images/9/502/159/kvartira-moskva-5ya-parkovaya-ulica-951205938-4.jpg https://cdn-p.cian.site/images/9/502/159/kvartira-moskva-5ya-parkovaya-ulica-951205938-4.jpg https://cdn-p.cian.site/images/9/502/159/kvartira-moskva-5ya-parkovaya-ulica-951205975-2.jpg https://cdn-p.cian.site/images/9/502/159/kvartira-moskva-5ya-parkovaya-ulica-951205976-2.jpg https://cdn-p.cian.site/images/9/502/159/kvartira-moskva-5ya-parkovaya-ulica-951205987-2.jpg
Новинка  свежий ремонт .,Москва САО р-н Аэропорт Балтийская ул. 6К3,3 500,6,8,1,35 ,https://cdn-p.cian.site/images/26/025/601/posutochnaja-kvartira-moskva-baltiyskaya-ulica-1065206237-4.jpg https://cdn-p.cian.site/images/26/025/601/posutochnaja-kvartira-moskva-baltiyskaya-ulica-1065206237-4.jpg https://cdn-p.cian.site/images/26/025/601/posutochnaja-kvartira-moskva-baltiyskaya-ulica-1065206228-2.jpg https://cdn-p.cian.site/images/26/025/601/posutochnaja-kvartira-moskva-baltiyskaya-ulica-1065206213-2.jpg https://cdn-p.cian.site/images/26/025/601/posutochnaja-kvartira-moskva-baltiyskaya-ulica-1065206216-2.jpg
От метро 7 минут!Двухэтажные!,Москва СВАО р-н Северное Медведково Полярная ул. 31С1,2 378,4,6,1,40 ,https://cdn-p.cian.site/images/1/513/949/kvartira-moskva-polyarnaya-ulica-949315156-4.jpg https://cdn-p.cian.site/images/1/513/949/kvartira-moskva-polyarnaya-ulica-949315156-4.jpg https://cdn-p.cian.site/images/1/513/949/kvartira-moskva-polyarnaya-ulica-949315131-2.jpg https://cdn-p.cian.site/images/1/513/949/kvartira-moskva-polyarnaya-ulica-949315146-2.jpg https://cdn-p.cian.site/images/1/513/949/kvartira-moskva-polyarnaya-ulica-949315152-2.jpg
АКЦИЯ -200 рублей от стоимости*,Москва САО р-н Дмитровский Дмитровское ш. 107Ак5,2 000,15,25,1,22 ,https://cdn-p.cian.site/images/0/228/839/kvartira-moskva-dmitrovskoe-shosse-938822099-4.jpg https://cdn-p.cian.site/images/0/228/839/kvartira-moskva-dmitrovskoe-shosse-938822099-4.jpg https://cdn-p.cian.site/images/1/228/839/kvartira-moskva-dmitrovskoe-shosse-938822112-2.jpg https://cdn-p.cian.site/images/1/228/839/kvartira-moskva-dmitrovskoe-shosse-938822128-2.jpg https://cdn-p.cian.site/images/1/228/839/kvartira-moskva-dmitrovskoe-shosse-938822140-2.jpg
Уютная квартира с камином,Москва ЦАО р-н Тверской Садовая-Триумфальная ул. 18-20,3 700,7,17,1,50 ,https://cdn-p.cian.site/images/1/379/458/kvartira-moskva-sadovayatriumfalnaya-ulica-854973137-4.jpg https://cdn-p.cian.site/images/1/379/458/kvartira-moskva-sadovayatriumfalnaya-ulica-854973137-4.jpg https://cdn-p.cian.site/images/1/379/458/kvartira-moskva-sadovayatriumfalnaya-ulica-854973138-2.jpg https://cdn-p.cian.site/images/1/379/458/kvartira-moskva-sadovayatriumfalnaya-ulica-854973146-2.jpg https://cdn-p.cian.site/images/1/379/458/kvartira-moskva-sadovayatriumfalnaya-ulica-854973147-2.jpg
1 мин пешком от метро Киевская,Москва ЗАО р-н Дорогомилово Брянская ул. 2,3 000,4,9,1,40 ,https://cdn-p.cian.site/images/9/394/444/kvartira-moskva-bryanskaya-ulica-444493992-4.jpg https://cdn-p.cian.site/images/9/394/444/kvartira-moskva-bryanskaya-ulica-444493992-4.jpg https://cdn-p.cian.site/images/9/394/444/kvartira-moskva-bryanskaya-ulica-444493996-2.jpg https://cdn-p.cian.site/images/9/394/444/kvartira-moskva-bryanskaya-ulica-444493994-2.jpg https://cdn-p.cian.site/images/9/394/444/kvartira-moskva-bryanskaya-ulica-444493990-2.jpg
Уютная и большая квартира.,Москва ЦАО р-н Тверской Оружейный пер. 15А,3 000,9,12,1,68 ,https://cdn-p.cian.site/images/60/763/001/posutochnaja-kvartira-moskva-oruzheynyy-pereulok-1003670667-4.jpg https://cdn-p.cian.site/images/60/763/001/posutochnaja-kvartira-moskva-oruzheynyy-pereulok-1003670667-4.jpg https://cdn-p.cian.site/images/50/763/001/posutochnaja-kvartira-moskva-oruzheynyy-pereulok-1003670533-2.jpg https://cdn-p.cian.site/images/50/763/001/posutochnaja-kvartira-moskva-oruzheynyy-pereulok-1003670509-2.jpg https://cdn-p.cian.site/images/69/663/001/posutochnaja-kvartira-moskva-oruzheynyy-pereulok-1003669641-2.jpg
1 для ужина с караоке,Москва ЦАО р-н Пресненский наб. Пресненская 12,14 900,75,95,1,55 ,https://cdn-p.cian.site/images/78/013/201/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1023108784-4.jpg https://cdn-p.cian.site/images/78/013/201/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1023108784-4.jpg https://cdn-p.cian.site/images/78/013/201/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1023108787-2.jpg https://cdn-p.cian.site/images/78/013/201/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1023108786-2.jpg https://cdn-p.cian.site/images/78/013/201/posutochnaja-kvartira-moskva-presnenskaya-naberezhnaya-1023108782-2.jpg
1-комн. кв. 30 м? 4/9 этаж,Москва ЗАО р-н Дорогомилово Кутузовский просп. 26К1,3 000,4,9,1,30 ,https://cdn-p.cian.site/images/10/817/501/posutochnaja-kvartira-moskva-kutuzovskiy-prospekt-1057180136-4.jpg https://cdn-p.cian.site/images/10/817/501/posutochnaja-kvartira-moskva-kutuzovskiy-prospekt-1057180136-4.jpg https://cdn-p.cian.site/images/10/817/501/posutochnaja-kvartira-moskva-kutuzovskiy-prospekt-1057180132-2.jpg https://cdn-p.cian.site/images/10/817/501/posutochnaja-kvartira-moskva-kutuzovskiy-prospekt-1057180135-2.jpg https://cdn-p.cian.site/images/10/817/501/posutochnaja-kvartira-moskva-kutuzovskiy-prospekt-1057180127-2.jpg
Лучшее предложение дня!!!,Москва ЮЗАО р-н Черемушки ул. Наметкина 9К3,3 000,2,17,1,40 ,https://cdn-p.cian.site/images/3/195/246/kvartira-moskva-ulica-nametkina-642591377-4.jpg https://cdn-p.cian.site/images/3/195/246/kvartira-moskva-ulica-nametkina-642591377-4.jpg https://cdn-p.cian.site/images/5/275/246/kvartira-moskva-ulica-nametkina-642572533-2.jpg https://cdn-p.cian.site/images/6/275/246/kvartira-moskva-ulica-nametkina-642572692-2.jpg https://cdn-p.cian.site/images/6/475/246/kvartira-moskva-ulica-nametkina-642574638-2.jpg
